address_sk,address_id,line1,line2,city,province_id,postal_code,country_code,address_type,created_at
1628,2624,Calle 2887,Piso 7 Dto C,La Plata,1,5270,AR,home,2025-10-28 17:05:44
1629,2625,Calle 3200,,Rosario,3,9840,AR,home,2025-10-28 17:05:44
1630,2626,Calle 4824,,La Plata,1,5992,AR,home,2025-10-28 17:05:44
1631,2627,Calle 8333,Piso 10 Dto C,Santa Fe,3,1192,AR,home,2025-10-28 17:05:44
1632,2628,Calle 170,Piso 6 Dto C,CABA,1,9314,AR,home,2025-10-28 17:05:44
1633,2629,Calle 3105,Piso 11 Dto B,La Plata,1,5216,AR,home,2025-10-28 17:05:44
1634,2630,Calle 3428,Piso 3 Dto C,Mar del Plata,1,7784,AR,home,2025-10-28 17:05:44
1635,2631,Calle 8160,,La Plata,1,3621,AR,home,2025-10-28 17:05:44
1636,2632,Calle 6855,Piso 2 Dto B,Córdoba,2,9892,AR,home,2025-10-28 17:05:44
1637,2633,Calle 2193,Piso 1 Dto C,Mar del Plata,1,3583,AR,home,2025-10-28 17:05:44
1638,2634,Calle 1169,,Córdoba,2,1688,AR,home,2025-10-28 17:05:44
1639,2635,Calle 9529,Piso 7 Dto A,Villa Carlos Paz,2,5003,AR,home,2025-10-28 17:05:44
1640,2636,Calle 6695,Piso 3 Dto C,Córdoba,2,3947,AR,home,2025-10-28 17:05:44
1641,2637,Calle 5493,,CABA,1,6564,AR,home,2025-10-28 17:05:44
1642,2638,Calle 1753,,Mar del Plata,1,1714,AR,home,2025-10-28 17:05:44
1643,2639,Calle 2573,,Córdoba,2,3896,AR,home,2025-10-28 17:05:44
1644,2640,Calle 1250,Piso 6 Dto C,CABA,1,9378,AR,home,2025-10-28 17:05:44
1645,2641,Calle 2518,Piso 7 Dto C,Río Cuarto,2,9778,AR,home,2025-10-28 17:05:44
1646,2642,Calle 139,,Godoy Cruz,4,9697,AR,home,2025-10-28 17:05:44
1647,2643,Calle 959,Piso 7 Dto B,Mar del Plata,1,3188,AR,home,2025-10-28 17:05:44
1648,2644,Calle 2911,Piso 10 Dto C,La Plata,1,8245,AR,home,2025-10-28 17:05:44
1649,2645,Calle 8533,Piso 6 Dto C,La Plata,1,7581,AR,home,2025-10-28 17:05:44
1650,2646,Calle 5093,Piso 12 Dto A,Godoy Cruz,4,3118,AR,home,2025-10-28 17:05:44
1651,2647,Calle 1832,Piso 10 Dto A,CABA,1,3372,AR,home,2025-10-28 17:05:44
1652,2648,Calle 281,,CABA,1,1745,AR,home,2025-10-28 17:05:44
1653,2649,Calle 8715,Piso 4 Dto A,La Plata,1,8956,AR,home,2025-10-28 17:05:44
1654,2650,Calle 1834,Piso 2 Dto B,San Rafael,4,3513,AR,home,2025-10-28 17:05:44
1655,2651,Calle 4550,,Río Cuarto,2,3635,AR,home,2025-10-28 17:05:44
1656,2652,Calle 9004,,Córdoba,2,8077,AR,home,2025-10-28 17:05:44
1657,2653,Calle 2755,,Mar del Plata,1,1088,AR,home,2025-10-28 17:05:44
1658,2654,Calle 2643,,San Rafael,4,9912,AR,home,2025-10-28 17:05:44
1659,2655,Calle 64,,CABA,1,6351,AR,home,2025-10-28 17:05:44
1660,2656,Calle 3850,,Mar del Plata,1,6820,AR,home,2025-10-28 17:05:44
1661,2657,Calle 2801,,Villa Carlos Paz,2,1977,AR,home,2025-10-28 17:05:44
1662,2658,Calle 7082,Piso 3 Dto B,Mar del Plata,1,4998,AR,home,2025-10-28 17:05:44
1663,2659,Calle 3389,Piso 9 Dto C,Mar del Plata,1,4339,AR,home,2025-10-28 17:05:44
1664,2660,Calle 1365,,Santa Fe,3,9885,AR,home,2025-10-28 17:05:44
1665,2661,Calle 1717,Piso 4 Dto B,La Plata,1,2780,AR,home,2025-10-28 17:05:44
1666,2662,Calle 2541,,Mendoza,4,4295,AR,home,2025-10-28 17:05:44
1667,2663,Calle 1625,,Córdoba,2,6723,AR,home,2025-10-28 17:05:44
1668,2664,Calle 1038,Piso 9 Dto B,Mar del Plata,1,1324,AR,home,2025-10-28 17:05:44
1669,2665,Calle 8078,,Godoy Cruz,4,7922,AR,home,2025-10-28 17:05:44
1670,2666,Calle 103,,Rosario,3,5364,AR,home,2025-10-28 17:05:44
1671,2667,Calle 2088,Piso 8 Dto C,Rafaela,3,7713,AR,home,2025-10-28 17:05:44
1672,2668,Calle 1814,Piso 6 Dto C,Mar del Plata,1,9736,AR,home,2025-10-28 17:05:44
1673,2669,Calle 5734,,La Plata,1,1272,AR,home,2025-10-28 17:05:44
1674,2670,Calle 6040,Piso 12 Dto B,Villa Carlos Paz,2,3798,AR,home,2025-10-28 17:05:44
1675,2671,Calle 2267,,Córdoba,2,6047,AR,home,2025-10-28 17:05:44
1676,2672,Calle 5627,Piso 6 Dto A,Córdoba,2,8129,AR,home,2025-10-28 17:05:44
1677,2673,Calle 4881,,Rafaela,3,8291,AR,home,2025-10-28 17:05:44
1678,2674,Calle 6751,Piso 7 Dto C,Córdoba,2,2031,AR,home,2025-10-28 17:05:44
1679,2675,Calle 7937,,Villa Carlos Paz,2,8492,AR,home,2025-10-28 17:05:44
1680,2676,Calle 4177,Piso 9 Dto B,Villa Carlos Paz,2,7645,AR,home,2025-10-28 17:05:44
1681,2677,Calle 3171,Piso 10 Dto C,Mar del Plata,1,2843,AR,home,2025-10-28 17:05:44
1682,2678,Calle 7510,Piso 9 Dto C,La Plata,1,4379,AR,home,2025-10-28 17:05:44
1683,2679,Calle 8737,Piso 2 Dto B,Río Cuarto,2,9744,AR,home,2025-10-28 17:05:44
1684,2680,Calle 162,Piso 10 Dto A,La Plata,1,1162,AR,home,2025-10-28 17:05:44
1685,2681,Calle 515,,Mendoza,4,8515,AR,home,2025-10-28 17:05:44
1686,2682,Calle 9059,,La Plata,1,9918,AR,home,2025-10-28 17:05:44
1687,2683,Calle 5875,,La Plata,1,1008,AR,home,2025-10-28 17:05:44
1688,2684,Calle 9103,,Rafaela,3,6404,AR,home,2025-10-28 17:05:44
1689,2685,Calle 9029,Piso 4 Dto C,Mar del Plata,1,5291,AR,home,2025-10-28 17:05:44
1690,2686,Calle 3876,Piso 1 Dto A,Villa Carlos Paz,2,7071,AR,home,2025-10-28 17:05:44
1691,2687,Calle 753,Piso 11 Dto B,CABA,1,7607,AR,home,2025-10-28 17:05:44
1692,2688,Calle 5831,,Río Cuarto,2,6856,AR,home,2025-10-28 17:05:44
1693,2689,Calle 4278,Piso 10 Dto A,Mar del Plata,1,9869,AR,home,2025-10-28 17:05:44
1694,2690,Calle 849,,Mar del Plata,1,2938,AR,home,2025-10-28 17:05:44
1695,2691,Calle 573,,La Plata,1,8007,AR,home,2025-10-28 17:05:44
1696,2692,Calle 780,Piso 4 Dto B,Rosario,3,5964,AR,home,2025-10-28 17:05:44
1697,2693,Calle 709,Piso 7 Dto B,Mar del Plata,1,6618,AR,home,2025-10-28 17:05:44
1698,2694,Calle 6132,,Villa Carlos Paz,2,7190,AR,home,2025-10-28 17:05:44
1699,2695,Calle 1915,Piso 6 Dto B,Rosario,3,8826,AR,home,2025-10-28 17:05:44
1700,2696,Calle 2921,,La Plata,1,1129,AR,home,2025-10-28 17:05:44
1701,2697,Calle 4832,Piso 8 Dto A,Mar del Plata,1,9174,AR,home,2025-10-28 17:05:44
1702,2698,Calle 4974,Piso 9 Dto B,La Plata,1,7100,AR,home,2025-10-28 17:05:44
1703,2699,Calle 2798,,Villa Carlos Paz,2,6120,AR,home,2025-10-28 17:05:44
1704,2700,Calle 2248,Piso 5 Dto B,CABA,1,4574,AR,home,2025-10-28 17:05:44
1705,2701,Calle 924,,Mar del Plata,1,7461,AR,home,2025-10-28 17:05:44
1706,2702,Calle 1114,,Córdoba,2,3345,AR,home,2025-10-28 17:05:44
1707,2703,Calle 4436,,La Plata,1,6677,AR,home,2025-10-28 17:05:44
1708,2704,Calle 5264,,Mar del Plata,1,3964,AR,home,2025-10-28 17:05:44
1709,2705,Calle 2293,,La Plata,1,7653,AR,home,2025-10-28 17:05:44
1710,2706,Calle 8016,,Godoy Cruz,4,8350,AR,home,2025-10-28 17:05:44
1711,2707,Calle 8669,Piso 11 Dto A,CABA,1,6054,AR,home,2025-10-28 17:05:44
1712,2708,Calle 5035,,La Plata,1,6998,AR,home,2025-10-28 17:05:44
1713,2709,Calle 4876,Piso 8 Dto C,CABA,1,2837,AR,home,2025-10-28 17:05:44
1714,2710,Calle 4920,Piso 12 Dto C,Mar del Plata,1,4267,AR,home,2025-10-28 17:05:44
1715,2711,Calle 3329,,Mar del Plata,1,9000,AR,home,2025-10-28 17:05:44
1716,2712,Calle 3199,,CABA,1,7902,AR,home,2025-10-28 17:05:44
1717,2713,Calle 3294,,Rosario,3,7997,AR,home,2025-10-28 17:05:44
1718,2714,Calle 8765,,Mar del Plata,1,6777,AR,home,2025-10-28 17:05:44
1719,2715,Calle 3217,Piso 1 Dto B,La Plata,1,4013,AR,home,2025-10-28 17:05:44
1720,2716,Calle 2975,Piso 2 Dto B,Villa Carlos Paz,2,7694,AR,home,2025-10-28 17:05:44
1721,2717,Calle 5365,Piso 12 Dto A,Rosario,3,9386,AR,home,2025-10-28 17:05:44
1722,2718,Calle 1760,Piso 6 Dto B,Mar del Plata,1,4080,AR,home,2025-10-28 17:05:44
1723,2719,Calle 8136,Piso 2 Dto C,La Plata,1,8253,AR,home,2025-10-28 17:05:44
1724,2720,Calle 6513,Piso 10 Dto A,San Rafael,4,4677,AR,home,2025-10-28 17:05:44
1725,2721,Calle 9629,Piso 10 Dto C,Rosario,3,7161,AR,home,2025-10-28 17:05:44
1726,2722,Calle 863,,La Plata,1,1605,AR,home,2025-10-28 17:05:44
1727,2723,Calle 9079,,Mar del Plata,1,1277,AR,home,2025-10-28 17:05:44
1728,2724,Calle 5577,,San Rafael,4,9852,AR,home,2025-10-28 17:05:44
1729,2725,Calle 4711,Piso 3 Dto C,Villa Carlos Paz,2,7387,AR,home,2025-10-28 17:05:44
1730,2726,Calle 8466,Piso 5 Dto C,Río Cuarto,2,7073,AR,home,2025-10-28 17:05:44
1731,2727,Calle 8033,Piso 6 Dto C,La Plata,1,9518,AR,home,2025-10-28 17:05:44
1732,2728,Calle 1822,,San Rafael,4,3350,AR,home,2025-10-28 17:05:44
1733,2729,Calle 7582,,Mar del Plata,1,3255,AR,home,2025-10-28 17:05:44
1734,2730,Calle 9969,Piso 8 Dto A,CABA,1,1235,AR,home,2025-10-28 17:05:44
1735,2731,Calle 4903,,Rafaela,3,5356,AR,home,2025-10-28 17:05:44
1736,2732,Calle 8571,,CABA,1,2359,AR,home,2025-10-28 17:05:44
1737,2733,Calle 487,Piso 4 Dto C,Río Cuarto,2,8117,AR,home,2025-10-28 17:05:44
1738,2734,Calle 9472,Piso 4 Dto C,CABA,1,9827,AR,home,2025-10-28 17:05:44
1739,2735,Calle 9445,,La Plata,1,2726,AR,home,2025-10-28 17:05:44
1740,2736,Calle 6069,Piso 6 Dto A,CABA,1,7929,AR,home,2025-10-28 17:05:44
1741,2737,Calle 1466,Piso 11 Dto C,La Plata,1,9267,AR,home,2025-10-28 17:05:44
1742,2738,Calle 7614,Piso 12 Dto A,Rafaela,3,4197,AR,home,2025-10-28 17:05:44
1743,2739,Calle 1992,,Córdoba,2,2307,AR,home,2025-10-28 17:05:44
1744,2740,Calle 2059,Piso 10 Dto B,Mar del Plata,1,3202,AR,home,2025-10-28 17:05:44
1745,2741,Calle 6990,,CABA,1,9701,AR,home,2025-10-28 17:05:44
1746,2742,Calle 8230,,Rosario,3,5643,AR,home,2025-10-28 17:05:44
1747,2743,Calle 4905,Piso 4 Dto C,CABA,1,4384,AR,home,2025-10-28 17:05:44
1748,2744,Calle 8699,Piso 8 Dto A,La Plata,1,7587,AR,home,2025-10-28 17:05:44
1749,2745,Calle 3556,Piso 12 Dto B,Mendoza,4,5019,AR,home,2025-10-28 17:05:44
1750,2746,Calle 989,Piso 12 Dto A,Mar del Plata,1,9921,AR,home,2025-10-28 17:05:44
1751,2747,Calle 1481,Piso 6 Dto C,Godoy Cruz,4,8378,AR,home,2025-10-28 17:05:44
1752,2748,Calle 6322,Piso 7 Dto A,La Plata,1,4046,AR,home,2025-10-28 17:05:44
1753,2749,Calle 1660,,CABA,1,7437,AR,home,2025-10-28 17:05:44
1754,2750,Calle 3932,,Río Cuarto,2,8486,AR,home,2025-10-28 17:05:44
1755,2751,Calle 9741,Piso 7 Dto C,Rafaela,3,7715,AR,home,2025-10-28 17:05:44
1756,2752,Calle 4834,,CABA,1,7188,AR,home,2025-10-28 17:05:44
1757,2753,Calle 6754,,Mar del Plata,1,8566,AR,home,2025-10-28 17:05:44
1758,2754,Calle 5485,Piso 9 Dto C,Córdoba,2,7710,AR,home,2025-10-28 17:05:44
1759,2755,Calle 2039,,La Plata,1,3217,AR,home,2025-10-28 17:05:44
1760,2756,Calle 4327,Piso 3 Dto B,Mendoza,4,4416,AR,home,2025-10-28 17:05:44
1761,2757,Calle 1679,Piso 5 Dto C,Mar del Plata,1,5433,AR,home,2025-10-28 17:05:44
1762,2758,Calle 3767,,Mar del Plata,1,1354,AR,home,2025-10-28 17:05:44
1763,2759,Calle 6855,Piso 8 Dto B,Córdoba,2,1058,AR,home,2025-10-28 17:05:44
1764,2760,Calle 4559,Piso 10 Dto C,Mar del Plata,1,5417,AR,home,2025-10-28 17:05:44
1765,2761,Calle 1834,Piso 12 Dto A,Santa Fe,3,9808,AR,home,2025-10-28 17:05:44
1766,2762,Calle 2020,,La Plata,1,1348,AR,home,2025-10-28 17:05:44
1767,2763,Calle 1964,Piso 2 Dto B,Rafaela,3,1575,AR,home,2025-10-28 17:05:44
1768,2764,Calle 9678,,CABA,1,9310,AR,home,2025-10-28 17:05:44
1769,2765,Calle 7262,Piso 11 Dto C,La Plata,1,9388,AR,home,2025-10-28 17:05:44
1770,2766,Calle 6631,Piso 5 Dto B,Córdoba,2,1228,AR,home,2025-10-28 17:05:44
1771,2767,Calle 139,,Mar del Plata,1,6719,AR,home,2025-10-28 17:05:44
1772,2768,Calle 6868,,Mar del Plata,1,7486,AR,home,2025-10-28 17:05:44
1773,2769,Calle 648,,CABA,1,4811,AR,home,2025-10-28 17:05:44
1774,2770,Calle 5835,,Río Cuarto,2,1119,AR,home,2025-10-28 17:05:44
1775,2771,Calle 323,Piso 1 Dto C,Rosario,3,5458,AR,home,2025-10-28 17:05:44
1776,2772,Calle 4436,,Córdoba,2,1974,AR,home,2025-10-28 17:05:44
1777,2773,Calle 1619,,Villa Carlos Paz,2,5539,AR,home,2025-10-28 17:05:44
1778,2774,Calle 9624,Piso 12 Dto C,Mendoza,4,3474,AR,home,2025-10-28 17:05:44
1779,2775,Calle 6667,,San Rafael,4,7114,AR,home,2025-10-28 17:05:44
1780,2776,Calle 2362,,Godoy Cruz,4,5342,AR,home,2025-10-28 17:05:44
1781,2777,Calle 1768,,CABA,1,1580,AR,home,2025-10-28 17:05:44
1782,2778,Calle 7072,Piso 2 Dto C,Mar del Plata,1,4524,AR,home,2025-10-28 17:05:44
1783,2779,Calle 8949,,CABA,1,1918,AR,home,2025-10-28 17:05:44
1784,2780,Calle 9742,Piso 6 Dto A,Rosario,3,7784,AR,home,2025-10-28 17:05:44
1785,2781,Calle 3221,,La Plata,1,1163,AR,home,2025-10-28 17:05:44
1786,2782,Calle 5129,,Mar del Plata,1,9108,AR,home,2025-10-28 17:05:44
1787,2783,Calle 202,,Mar del Plata,1,8560,AR,home,2025-10-28 17:05:44
1788,2784,Calle 7397,,CABA,1,2788,AR,home,2025-10-28 17:05:44
1789,2785,Calle 9280,Piso 1 Dto C,La Plata,1,2238,AR,home,2025-10-28 17:05:44
1790,2786,Calle 1966,Piso 1 Dto B,CABA,1,5576,AR,home,2025-10-28 17:05:44
1791,2787,Calle 1818,,Santa Fe,3,8765,AR,home,2025-10-28 17:05:44
1792,2788,Calle 4013,,La Plata,1,4695,AR,home,2025-10-28 17:05:44
1793,2789,Calle 3010,,CABA,1,7509,AR,home,2025-10-28 17:05:44
1794,2790,Calle 3518,,CABA,1,3325,AR,home,2025-10-28 17:05:44
1795,2791,Calle 7309,Piso 8 Dto A,Villa Carlos Paz,2,1370,AR,home,2025-10-28 17:05:44
1796,2792,Calle 5786,,Villa Carlos Paz,2,3138,AR,home,2025-10-28 17:05:44
1797,2793,Calle 7629,,Mar del Plata,1,3194,AR,home,2025-10-28 17:05:44
1798,2794,Calle 5884,Piso 10 Dto C,San Rafael,4,2834,AR,home,2025-10-28 17:05:44
1799,2795,Calle 1742,,CABA,1,6237,AR,home,2025-10-28 17:05:44
1800,2796,Calle 2798,Piso 7 Dto C,Córdoba,2,5678,AR,home,2025-10-28 17:05:44
1801,2797,Calle 7848,Piso 9 Dto B,Santa Fe,3,3079,AR,home,2025-10-28 17:05:44
1802,2798,Calle 159,Piso 9 Dto C,CABA,1,6111,AR,home,2025-10-28 17:05:44
1803,2799,Calle 3781,,Mar del Plata,1,2794,AR,home,2025-10-28 17:05:44
1804,2800,Calle 9294,Piso 3 Dto A,Mar del Plata,1,5927,AR,home,2025-10-28 17:05:44
1805,2801,Calle 8669,,Mar del Plata,1,4233,AR,home,2025-10-28 17:05:44
1806,2802,Calle 8853,Piso 5 Dto C,Godoy Cruz,4,5430,AR,home,2025-10-28 17:05:44
1807,2803,Calle 8261,,Mendoza,4,9647,AR,home,2025-10-28 17:05:44
1808,2804,Calle 3072,,La Plata,1,3755,AR,home,2025-10-28 17:05:44
1809,2805,Calle 8056,,Mendoza,4,1238,AR,home,2025-10-28 17:05:44
1810,2806,Calle 3411,,Mendoza,4,1337,AR,home,2025-10-28 17:05:44
1811,2807,Calle 4075,Piso 5 Dto C,La Plata,1,8429,AR,home,2025-10-28 17:05:44
1812,2808,Calle 80,,Río Cuarto,2,2987,AR,home,2025-10-28 17:05:44
1813,2809,Calle 380,Piso 10 Dto A,CABA,1,3494,AR,home,2025-10-28 17:05:44
1814,2810,Calle 3303,Piso 8 Dto C,La Plata,1,1732,AR,home,2025-10-28 17:05:44
1815,2811,Calle 5519,,Mar del Plata,1,9972,AR,home,2025-10-28 17:05:44
1816,2812,Calle 6366,,La Plata,1,1377,AR,home,2025-10-28 17:05:44
1817,2813,Calle 4081,,CABA,1,5002,AR,home,2025-10-28 17:05:44
1818,2814,Calle 8576,,CABA,1,7051,AR,home,2025-10-28 17:05:44
1819,2815,Calle 9394,,CABA,1,4098,AR,home,2025-10-28 17:05:44
1820,2816,Calle 198,,Rafaela,3,6307,AR,home,2025-10-28 17:05:44
1821,2817,Calle 492,Piso 8 Dto B,La Plata,1,5102,AR,home,2025-10-28 17:05:44
1822,2818,Calle 4479,Piso 7 Dto B,Río Cuarto,2,3429,AR,home,2025-10-28 17:05:44
1823,2819,Calle 2261,,Mar del Plata,1,3281,AR,home,2025-10-28 17:05:44
1824,2820,Calle 8307,,San Rafael,4,9410,AR,home,2025-10-28 17:05:44
1825,2821,Calle 19,,Villa Carlos Paz,2,1551,AR,home,2025-10-28 17:05:44
1826,2822,Calle 8141,Piso 5 Dto C,CABA,1,3227,AR,home,2025-10-28 17:05:44
1827,2823,Calle 3157,,La Plata,1,4641,AR,home,2025-10-28 17:05:44
1828,2824,Calle 138,,Mendoza,4,2551,AR,home,2025-10-28 17:05:44
1829,2825,Calle 5440,,San Rafael,4,7859,AR,home,2025-10-28 17:05:44
1830,2826,Calle 5364,,Río Cuarto,2,5699,AR,home,2025-10-28 17:05:44
1831,2827,Calle 997,,CABA,1,4589,AR,home,2025-10-28 17:05:44
1832,2828,Calle 386,,La Plata,1,4969,AR,home,2025-10-28 17:05:44
1833,2829,Calle 486,,CABA,1,4285,AR,home,2025-10-28 17:05:44
1834,2830,Calle 7000,,Río Cuarto,2,3049,AR,home,2025-10-28 17:05:44
1835,2831,Calle 8723,,Villa Carlos Paz,2,9155,AR,home,2025-10-28 17:05:44
1836,2832,Calle 3677,Piso 12 Dto B,La Plata,1,7255,AR,home,2025-10-28 17:05:44
1837,2833,Calle 2912,Piso 3 Dto B,Godoy Cruz,4,4584,AR,home,2025-10-28 17:05:44
1838,2834,Calle 1755,Piso 10 Dto A,CABA,1,4876,AR,home,2025-10-28 17:05:44
1839,2835,Calle 3359,Piso 12 Dto B,Mar del Plata,1,3439,AR,home,2025-10-28 17:05:44
1840,2836,Calle 6912,Piso 2 Dto B,Mar del Plata,1,9761,AR,home,2025-10-28 17:05:44
1841,2837,Calle 1664,,La Plata,1,8517,AR,home,2025-10-28 17:05:44
1842,2838,Calle 8346,Piso 7 Dto B,CABA,1,6752,AR,home,2025-10-28 17:05:44
1843,2839,Calle 4523,Piso 2 Dto C,Mendoza,4,7697,AR,home,2025-10-28 17:05:44
1844,2840,Calle 4808,,La Plata,1,3615,AR,home,2025-10-28 17:05:44
1845,2841,Calle 247,,Villa Carlos Paz,2,9360,AR,home,2025-10-28 17:05:44
1846,2842,Calle 4938,,La Plata,1,6131,AR,home,2025-10-28 17:05:44
1847,2843,Calle 879,Piso 5 Dto C,Santa Fe,3,7199,AR,home,2025-10-28 17:05:44
1848,2844,Calle 2471,Piso 2 Dto B,CABA,1,5141,AR,home,2025-10-28 17:05:44
1849,2845,Calle 9419,Piso 3 Dto A,La Plata,1,5528,AR,home,2025-10-28 17:05:44
1850,2846,Calle 2028,Piso 2 Dto C,Córdoba,2,4204,AR,home,2025-10-28 17:05:44
1851,2847,Calle 2405,,Río Cuarto,2,8029,AR,home,2025-10-28 17:05:44
1852,2848,Calle 9614,,La Plata,1,2061,AR,home,2025-10-28 17:05:44
1853,2849,Calle 6878,Piso 9 Dto A,Mar del Plata,1,7638,AR,home,2025-10-28 17:05:44
1854,2850,Calle 5691,,Rosario,3,3977,AR,home,2025-10-28 17:05:44
1855,2851,Calle 5096,Piso 4 Dto C,La Plata,1,2347,AR,home,2025-10-28 17:05:44
1856,2852,Calle 1941,,CABA,1,6094,AR,home,2025-10-28 17:05:44
1857,2853,Calle 8138,Piso 3 Dto A,CABA,1,1866,AR,home,2025-10-28 17:05:44
1858,2854,Calle 3304,Piso 2 Dto C,CABA,1,1810,AR,home,2025-10-28 17:05:44
1859,2855,Calle 532,Piso 1 Dto A,La Plata,1,8779,AR,home,2025-10-28 17:05:44
1860,2856,Calle 8133,Piso 12 Dto A,Mar del Plata,1,7798,AR,home,2025-10-28 17:05:44
1861,2857,Calle 6357,,Rosario,3,9312,AR,home,2025-10-28 17:05:44
1862,2858,Calle 4668,Piso 11 Dto B,Mar del Plata,1,6974,AR,home,2025-10-28 17:05:44
1863,2859,Calle 3376,,Córdoba,2,6532,AR,home,2025-10-28 17:05:44
1864,2860,Calle 371,Piso 8 Dto A,CABA,1,9562,AR,home,2025-10-28 17:05:44
1865,2861,Calle 9810,,La Plata,1,8666,AR,home,2025-10-28 17:05:44
1866,2862,Calle 6992,,Mendoza,4,8700,AR,home,2025-10-28 17:05:44
1867,2863,Calle 9761,Piso 10 Dto C,CABA,1,5117,AR,home,2025-10-28 17:05:44
1868,2864,Calle 8774,Piso 4 Dto B,CABA,1,4714,AR,home,2025-10-28 17:05:44
1869,2865,Calle 9170,,La Plata,1,5698,AR,home,2025-10-28 17:05:44
1870,2866,Calle 8996,Piso 6 Dto B,Mar del Plata,1,9200,AR,home,2025-10-28 17:05:44
1871,2867,Calle 4209,,Mar del Plata,1,3211,AR,home,2025-10-28 17:05:44
1872,2868,Calle 2659,,Rosario,3,7298,AR,home,2025-10-28 17:05:44
1873,2869,Calle 4253,Piso 7 Dto C,Villa Carlos Paz,2,1326,AR,home,2025-10-28 17:05:44
1874,2870,Calle 5842,,Rafaela,3,5028,AR,home,2025-10-28 17:05:44
1875,2871,Calle 1466,,Córdoba,2,7661,AR,home,2025-10-28 17:05:44
1876,2872,Calle 1192,,Santa Fe,3,4564,AR,home,2025-10-28 17:05:44
1877,2873,Calle 8564,Piso 5 Dto A,Mar del Plata,1,4471,AR,home,2025-10-28 17:05:44
1878,2874,Calle 9469,Piso 3 Dto B,Córdoba,2,9247,AR,home,2025-10-28 17:05:44
1879,2875,Calle 4939,Piso 2 Dto C,CABA,1,2222,AR,home,2025-10-28 17:05:44
1880,2876,Calle 768,Piso 3 Dto A,CABA,1,2167,AR,home,2025-10-28 17:05:44
1881,2877,Calle 9013,Piso 7 Dto C,La Plata,1,7623,AR,home,2025-10-28 17:05:44
1882,2878,Calle 5407,,Mar del Plata,1,2531,AR,home,2025-10-28 17:05:44
1883,2879,Calle 4525,Piso 8 Dto B,CABA,1,3547,AR,home,2025-10-28 17:05:44
1884,2880,Calle 6955,Piso 2 Dto B,Mar del Plata,1,5043,AR,home,2025-10-28 17:05:44
1885,2881,Calle 1822,,Mar del Plata,1,8357,AR,home,2025-10-28 17:05:44
1886,2882,Calle 2196,Piso 4 Dto C,CABA,1,9155,AR,home,2025-10-28 17:05:44
1887,2883,Calle 4254,,La Plata,1,8567,AR,home,2025-10-28 17:05:44
1888,2884,Calle 310,Piso 3 Dto B,La Plata,1,8129,AR,home,2025-10-28 17:05:44
1889,2885,Calle 7579,,Santa Fe,3,6867,AR,home,2025-10-28 17:05:44
1890,2886,Calle 7548,Piso 4 Dto A,CABA,1,3007,AR,home,2025-10-28 17:05:44
1891,2887,Calle 7876,,La Plata,1,8883,AR,home,2025-10-28 17:05:44
1892,2888,Calle 5211,,La Plata,1,4042,AR,home,2025-10-28 17:05:44
1893,2889,Calle 4944,Piso 9 Dto B,CABA,1,3966,AR,home,2025-10-28 17:05:44
1894,2890,Calle 2831,Piso 6 Dto B,Mar del Plata,1,9652,AR,home,2025-10-28 17:05:44
1895,2891,Calle 3047,Piso 9 Dto C,Godoy Cruz,4,1748,AR,home,2025-10-28 17:05:44
1896,2892,Calle 2230,Piso 1 Dto B,La Plata,1,4389,AR,home,2025-10-28 17:05:44
1897,2893,Calle 3384,Piso 6 Dto A,CABA,1,8796,AR,home,2025-10-28 17:05:44
1898,2894,Calle 9892,Piso 3 Dto A,Villa Carlos Paz,2,9256,AR,home,2025-10-28 17:05:44
1899,2895,Calle 495,Piso 5 Dto C,Villa Carlos Paz,2,4829,AR,home,2025-10-28 17:05:44
1900,2896,Calle 6071,,La Plata,1,6682,AR,home,2025-10-28 17:05:44
1901,2897,Calle 2373,Piso 8 Dto A,Río Cuarto,2,2373,AR,home,2025-10-28 17:05:44
1902,2898,Calle 7030,Piso 5 Dto A,Villa Carlos Paz,2,4143,AR,home,2025-10-28 17:05:44
1903,2899,Calle 7761,Piso 9 Dto C,CABA,1,9188,AR,home,2025-10-28 17:05:44
1904,2900,Calle 7149,,CABA,1,4952,AR,home,2025-10-28 17:05:44
1905,2901,Calle 7813,,CABA,1,8461,AR,home,2025-10-28 17:05:44
1906,2902,Calle 2885,,Mar del Plata,1,8899,AR,home,2025-10-28 17:05:44
1907,2903,Calle 7616,Piso 6 Dto C,CABA,1,7978,AR,home,2025-10-28 17:05:44
1908,2904,Calle 6930,Piso 3 Dto A,Mendoza,4,3582,AR,home,2025-10-28 17:05:44
1909,2905,Calle 4395,,La Plata,1,1530,AR,home,2025-10-28 17:05:44
1910,2906,Calle 6961,,CABA,1,3935,AR,home,2025-10-28 17:05:44
1911,2907,Calle 6771,,CABA,1,2567,AR,home,2025-10-28 17:05:44
1912,2908,Calle 4402,,La Plata,1,7919,AR,home,2025-10-28 17:05:44
1913,2909,Calle 7383,,CABA,1,2317,AR,home,2025-10-28 17:05:44
1914,2910,Calle 645,,Godoy Cruz,4,1539,AR,home,2025-10-28 17:05:44
1915,2911,Calle 3027,,Córdoba,2,5158,AR,home,2025-10-28 17:05:44
1916,2912,Calle 1854,Piso 8 Dto A,CABA,1,8267,AR,home,2025-10-28 17:05:44
1917,2913,Calle 88,,San Rafael,4,7515,AR,home,2025-10-28 17:05:44
